est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
0.1756123185,0.3926810818,84342.7373488834,51495164.62169913,23.52665299716035,True
0.0384197891,0.0859092601,16913.6531272379,17022017.409051545,24.2,False
0.2424124811,0.5420507863,53176.0422867829,53484121.395633206,20.2,False
0.3967847540999999,0.8872376825,33730.530940842,55932778.40675684,19.13,True
0.0110294785,0.0246626636,56885.0702070053,24911718.58109998,26.91,False
0.1010543415,0.2259643771,20095.9293836797,28580296.89965588,22.1,False
0.0211132445,0.0472106499,21268.1509994569,30794187.101109423,25.5,False
0.1108038821,0.2477650126,45482.295207203606,34012480.24410249,21.9,False
0.3931470096,0.8791034386,124968.4386406283,34871177.17902901,19.15,True
0.0692715614,0.1548959201,41628.926771714505,33131391.87398905,22.92,False
0.3051792326,0.6824015094,54066.7504293674,9086770.2529346,19.7,True
0.1460679643,0.3266178973999999,29479.503104319,23294492.60263942,21.3,True
0.4212646106,0.9419763057,51501.6434615422,43102377.1972386,19.0,True
0.2111324448,0.4721064988,84494.2994032997,31633223.34540821,20.5,True
0.0876102615,0.1959025002,68418.26763071,59576171.81917974,22.41,False
0.2538370294,0.5675968529,78285.2827763092,25403420.286007203,20.1,True
0.0965061469999999,0.2157943048,46032.922082349,27469293.9267858,22.2,False
0.0366906138,0.0820427065,12532.5152055926,29195791.87421341,24.3,False
0.0483676487999999,0.1081533507,12856.7630785022,20098219.42836228,23.7,False
0.2526707542,0.5649889821999999,64475.2565011807,62632022.69385354,20.11,True
0.3108529381,0.6950883006999999,62091.101683638,25057370.07424917,19.66,True
0.1034081994999999,0.2312277636,85376.4525372154,59673035.40777943,22.05,True
0.1214940408,0.2716689341,90502.4201535554,30775795.00041929,21.7,True
0.0086011194,0.0192326877,36698.3075339708,140017.128732229,27.45,False
0.0453476699,0.1014004725,27828.8426400126,48866649.54718529,23.84,False
0.2210828104,0.4943561925999999,29339.5777408698,68717389.90735677,20.4,True
0.2210828104,0.4943561925999999,43709.4219193405,66106342.55333453,20.4,True
0.0096506146999999,0.0215794304999999,6288.5479237888,15178447.444755277,27.2,False
0.1756123185,0.3926810818,22382.3036453127,32994004.840369087,20.9,True
0.9089813582,2.0325441072,77669.6058173599,24798104.57883553,17.33,True
0.2848098313,0.6368541435,21749.8083901639,2459399.469610687,19.85,True
0.3151773333,0.7047579421,73206.5955648563,52136555.98985939,19.63,True
0.3080030213,0.6887156928,49001.9019322795,72798637.21154124,19.68,True
0.2492039814,0.5572370428,64442.35547066559,41470493.320279695,20.14,True
0.7320739893000001,1.6369672047,104793.4637764002,24194144.42284329,17.8,True
0.1961349444,0.4385710684,55156.8682467742,43510334.79242875,20.66,False
0.0305179233,0.0682401509,28011.1106260089,5019069.993304996,24.7,False
0.0023150212,0.0051765448,48462.3632839752,58269523.89921577,30.3,False
0.109788026,0.2454934893,44236.281431389696,34337873.53317732,21.92,True
0.1283970296,0.2871044863,91731.2197242384,41984493.63489552,21.58,True
0.2315021222,0.5176544822,92372.9968770696,50820497.84027989,20.3,True
0.2783267681,0.6223575734000001,136267.830967045,48152007.61189912,19.9,False
0.0183888672,0.0411187571,24837.4779897936,51042816.56630793,25.8,False
0.6173834404999999,1.3805113411,30761.7611639727,19383770.04049457,18.17,True
0.4079011939999999,0.912094798,24877.1853977247,54262764.23182362,19.07,True
0.1160259082,0.2594418179,57196.9732561747,28165293.005432144,21.8,True
0.1407845434,0.3148038092,27175.6430081853,64847636.84620117,21.38,True
0.1508533561,0.3373183589,47483.636783568094,41055218.53423297,21.23,True
0.0080270317,0.0179489885,54701.4838808563,331932.19701273896,27.6,False
0.1508533561,0.3373183589,23307.6032222218,37998632.77498258,21.23,True
0.1394938228999999,0.3119176705,65029.699262358,5286694.538981048,21.4,True
0.0242412481,0.0542050786,22148.962596136,50285744.47138961,25.2,False
0.0101054342,0.0225964377,19734.9115133685,43210178.18530974,27.1,False
0.0319561887,0.0714562102,23866.8442787631,6911219.173122102,24.6,False
0.2210828104,0.4943561925999999,25871.6389307081,28672764.89892073,20.4,True
0.1272198785,0.2844722965,41592.9925119017,52530394.02944618,21.6,True
0.4023045797999999,0.8995803882,57099.9328838356,62829103.88521791,19.1,True
0.0483676487999999,0.1081533507,19006.4936846393,7948677.364735343,23.7,False
0.2424124811,0.5420507863,66737.4244329053,58752761.012563296,20.2,True
0.3841978910999999,0.8590926012000001,83882.3498412347,65182973.905694894,19.2,False
0.0076657557,0.0171411509,46428.8424250658,50880625.72712877,27.7,False
0.0060333007999999,0.0134908707,28088.3239602229,73974351.13664575,28.22,False
0.1266353563,0.283165265,75530.218318812,10426089.405239971,21.61,True
0.1529519352999999,0.3420109247,43412.4968028898,7889353.312121326,21.2,True
0.1243240006,0.2779969164999999,37089.2278826636,60015127.96300726,21.65,True
0.1092835959,0.2443655492,52874.411972396,54189890.72612904,21.93,True
0.1332155667,0.2978790628,17971.9295201608,61959835.25777296,21.5,True
0.2111324448,0.4721064988,72518.5650334914,30060780.29716065,20.5,True
0.1160259082,0.2594418179,45764.7980559599,30916356.231564496,21.8,True
0.5477154309000001,1.2247289359,85758.2861846818,66802614.58825449,18.43,False
0.6959130436,1.5561088719,78481.6661973042,66933329.84110842,17.91,False
1.2780709882,2.8578536096,110867.5774217844,53466846.5217558,16.59,True
0.0160160338,0.0358129403,32921.567517394506,37336993.06584165,26.1,False
0.0063760979,0.0142573883,4362.4753993333,6639186.08293566,28.1,False
0.2914439045,0.6516883822,46713.4772165968,35851092.99874036,19.8,True
0.0242412481,0.0542050786,38620.5617017948,1137067.664076573,25.2,False
0.0384197891,0.0859092601,75221.1421586964,62094062.87413725,24.2,False
0.0160160338,0.0358129403,52205.4966327361,1281725.9320874691,26.1,False
0.1272198785,0.2844722965,56656.3170450427,14224552.61871258,21.6,True
0.2170475943,0.4853331752,23437.316242357403,22302959.02730365,20.44,True
0.0133215566999999,0.0297879063,55401.52331669941,52849352.35118317,26.5,False
0.1529519352999999,0.3420109247,74837.80316718611,67829014.87931201,21.2,True
0.2315021222,0.5176544822,75583.9800958147,44948194.85457184,20.3,False
0.0350392641,0.0783501764,51985.1832838362,52752496.12279867,24.4,False
0.3967847540999999,0.8872376825,40147.1508789198,60876738.88492393,19.13,True
0.0398616229,0.0891332986,37313.2488065386,10211982.5999692,24.12,False
0.1797028549,0.4018277992,46552.2729711541,67944838.35235763,20.85,True
1.2780709882,2.8578536096,82387.9975247341,48526779.59743162,16.59,True
0.2315021222,0.5176544822,57288.9193400131,21603377.09463059,20.3,False
0.573528464,1.2824486324,60457.2221262046,40189495.67550276,18.33,True
0.0802703167,0.1794898848,63574.551405586106,36482279.86235409,22.6,False
0.0319561887,0.0714562102,44959.8511091714,64063023.96293329,24.6,False
0.0732073989,0.1636967205,30112.9764280095,11681471.556334687,22.8,False
0.2783267681,0.6223575734000001,58257.3629547493,51516249.5588482,19.9,True
0.5158874663,1.1535594433,62999.8385819789,52851650.00990871,18.56,True
0.1474195145,0.3296400556,40068.0423508878,13864610.31491252,21.28,True
0.3195618867,0.7145621017,66149.924318973,12074245.880266843,19.6,True
0.1034081994999999,0.2312277636,43804.466134661896,11833856.47953215,22.05,False
0.1092835959,0.2443655492,57048.0927083248,71202064.86461075,21.93,True
0.8522263865,1.9056361323,31910.309871853,10781403.061183508,17.47,True
0.1394938228999999,0.3119176705,11207.1471361793,42161752.51009341,21.4,True
0.1952337862,0.4365560173,80033.8915282277,6710290.743415372,20.67,True
0.0291443905,0.0651688382,53902.8218170861,46758915.52018202,24.8,False
0.0206326484,0.0461360043,29707.529026555698,2102149.149561704,25.55,False
0.1529519352999999,0.3420109247,66229.71286033941,41980711.80074192,21.2,True
0.1015207872,0.2270073812999999,26916.3389754782,68179659.88492857,22.09,False
0.1160259082,0.2594418179,54456.1881681776,36504146.777489215,21.8,True
0.1925550782,0.4305662442,118232.7959217712,74504106.79973422,20.7,True
0.2025606009,0.4529392731,73347.5694612856,10969256.29297714,20.59,True
0.0483676487999999,0.1081533507,47824.4813627722,14709779.323891953,23.7,False
0.0059505207999999,0.0133057689999999,9691.1680293832,31806842.92330303,28.25,False
0.0152951935,0.0342010925,29261.962593636803,1163734.39695108,26.2,False
0.1401376972,0.3133574171,18921.5524764848,59607276.70198311,21.39,False
0.3151773333,0.7047579421,61536.804423844296,31240436.4253354,19.63,True
0.1925550782,0.4305662442,67159.8221873101,43159322.79331749,20.7,True
0.0608912622,0.1361570015,46355.1333260803,50627007.52138807,23.2,False
0.0100590039,0.0224926165,24338.459943652404,3567618.470999442,27.11,False
0.1788771952,0.3999815682,67325.7624998407,63799719.57934603,20.86,True
0.04411182,0.0986370281,61502.089030106,69106734.83475725,23.9,False
0.5064714588,1.1325046106,44306.3944648246,38189743.66495311,18.6,False
0.1529519352999999,0.3420109247,103895.0126998304,66906556.20559601,21.2,True
0.0193443872,0.0432553648,25434.430934894503,8975796.712914798,25.69,False
0.7320739893000001,1.6369672047,84543.6535280932,64264671.43480218,17.8,True
0.1154928175999999,0.258249791,56998.7199697633,49510625.87678041,21.81,True
0.1925550782,0.4305662442,7631.2912063515005,44275458.28958984,20.7,False
1.1496217629,2.5706324102,94291.7097953844,60387749.47915853,16.82,False
0.233644185,0.5224442801,78225.88248390741,9919303.13374938,20.28,True
0.1394938228999999,0.3119176705,96984.71167030447,40941473.19999845,21.4,True
0.2111324448,0.4721064988,150090.6018134178,47129926.92941826,20.5,True
0.4770401979999999,1.0666943108,42490.5618865993,70986322.61054577,18.73,True
0.8366715019,1.8708543531,52130.4317426124,43175232.91574645,17.51,True
0.2210828104,0.4943561925999999,64018.491739394005,29373224.312860075,20.4,False
0.152249185,0.3404395273,72711.2611193504,73289206.98416509,21.21,True
0.6991252322,1.5632915441,38030.0366995106,43628590.9362776,17.9,False
0.039314701,0.0879103439,45581.22800418099,4009076.429765696,24.15,False
0.0055533491,0.0124176661,18971.010623051297,12020900.102613129,28.4,False
0.2111324448,0.4721064988,59985.1355247882,31392756.07898218,20.5,True
0.0225193047,0.050354696,31523.7295638232,44903464.46313078,25.36,False
0.1226182113,0.2741826558,43297.7604179317,67817360.60684752,21.68,True
0.3051792326,0.6824015094,36078.5173289753,24609919.91296092,19.7,True
0.0188171989,0.042076536,15856.9751293282,13406774.575815896,25.75,False
0.1780553292,0.3981438197999999,78740.9456825736,67929494.32322854,20.87,False
0.2180494405,0.4875733714,51534.9527229684,65366980.97625084,20.43,True
0.1692602495,0.3784774237,42168.3795152251,7651442.239459775,20.98,True
0.1756123185,0.3926810818,46446.380513285,44403955.245388255,20.9,True
0.3806755436,0.8512163929000001,40479.046566782,18940285.79353896,19.22,True
0.2424124811,0.5420507863,65642.7953271755,20198302.09384821,20.2,True
0.1764229081,0.3944936153,56518.419691079296,32250294.13904896,20.89,True
0.0508809225,0.1137732014,49349.541093489,19224076.72279528,23.59,False
0.040230458,0.0899580388,32263.0689937124,33488856.41818788,24.1,False
0.3669061375,0.8204270649,44061.6394162422,31306548.46634088,19.3,True
0.0319561887,0.0714562102,101499.5623621223,66241246.2623125,24.6,False
0.0766575574,0.1714115092,51284.1123908078,38986537.88390106,22.7,False
0.1401376972,0.3133574171,48814.8985658056,46415231.09401953,21.39,True
0.0732073989,0.1636967205,70448.1776202917,22286528.438925177,22.8,False
0.0069912522999999,0.0156329154,23710.8794391356,2247874.1850237832,27.9,False
0.0483676487999999,0.1081533507,27453.7082619031,40615343.79964449,23.7,False
0.235806068,0.5272783976,55683.9983110255,63640213.22906466,20.26,True
0.5352479056,1.1968507018,81117.4779152237,68156405.83850366,18.48,False
0.04411182,0.0986370281,59086.0512818903,4070999.535933944,23.9,False
0.0366906138,0.0820427065,35097.4143211089,32629896.72956249,24.3,False
0.04411182,0.0986370281,34399.5764689166,17659581.46530572,23.9,False
0.0965061469999999,0.2157943048,46660.6458961074,43397206.57932755,22.2,False
0.3361669211999999,0.7516920875,6460.3323088079005,66364147.18066826,19.49,False
0.2424124811,0.5420507863,36010.0842570742,18572804.7893162,20.2,True
0.1748054532,0.3908768761,38952.4026433932,11881875.660466855,20.91,True
0.0253837029,0.0567596853,50720.1304953532,53016416.90944948,25.1,False
0.0291443905,0.0651688382,17347.225623603998,2750830.840801095,24.8,False
0.0506471458999999,0.1132504610999999,69245.9882367628,63871968.13993871,23.6,False
0.5553349115999999,1.2417666126,78683.3105148324,73519021.83506204,18.4,True
0.0802703167,0.1794898848,10453.0748798433,66190672.30879309,22.6,False
0.0048367649,0.0108153351,74156.8269344742,68738276.44781063,28.7,False
0.1460679643,0.3266178973999999,65875.69598003139,44151404.76452509,21.3,True
0.2016299194,0.4508582062,77656.9474546718,49389373.79622823,20.6,False
0.2658,0.5943468684000001,166503.8716634884,54138705.33619536,20.0,True
0.3195618867,0.7145621017,39251.8919843176,15883915.335543068,19.6,True
0.2914439045,0.6516883822,63253.567253502,54053198.97852946,19.8,True
0.0535247906,0.1196850702,61308.7939328854,69039877.91603747,23.48,False
0.6554732557999999,1.4656827575,46140.6353710867,65204254.18774261,18.04,True
0.1272198785,0.2844722965,36619.5345981584,22057755.656871088,21.6,True
0.1677084622,0.3750075218,89751.82812306439,31829831.95710125,21.0,True
0.0305179233,0.0682401509,50956.5766750603,27623664.83650644,24.7,False
0.6033300776,1.3490870665,91877.4251683538,60772884.154025294,18.22,True
0.0069912522999999,0.0156329154,68627.9836135753,66005014.38086233,27.9,False
0.0667659412999999,0.1492931834,54683.5536345794,52104219.15363678,23.0,False
0.1529519352999999,0.3420109247,25242.2438050663,66923277.88150993,21.2,False
0.2210828104,0.4943561925999999,64773.116046940704,39276406.406143576,20.4,True
0.4619074603,1.0328564805,57026.3015639563,45214149.61874252,18.8,True
0.2424124811,0.5420507863,48269.4972205806,31074372.75161833,20.2,False
0.0361871997,0.0809170384,15382.5291010462,20321246.70974179,24.33,False
0.0530340723,0.1185877909,29292.8282635237,13255898.406976536,23.5,False
0.2745079817,0.6138185073,70050.0998357993,40502764.16193259,19.93,False
0.5553349115999999,1.2417666126,89416.9193276286,25811509.811558902,18.4,True
0.152249185,0.3404395273,43510.970752339,49644622.99274661,21.21,True
0.0133215566999999,0.0297879063,15283.4198466816,5549735.076804986,26.5,False
0.1214940408,0.2716689341,43068.6247670208,17473365.86643519,21.7,True
0.0777239701999999,0.1737960809,8617.5038286287,57914368.24854254,22.67,False
0.0592318063,0.1324463451999999,40087.4450350738,17638527.569714677,23.26,False
0.1394938228999999,0.3119176705,55939.11460867731,66031381.72351962,21.4,True
0.1700415193,0.3802243961,46765.172777994005,64406866.84315969,20.97,True
0.0144728805,0.0323623447,26255.4310309214,3098760.9592326987,26.32,False
0.0096506146999999,0.0215794304999999,43260.5158459182,53609596.01070422,27.2,False
0.2658,0.5943468684000001,47176.441101313205,60996858.71903724,20.0,True
0.0110803882,0.0247765013,12449.006908713502,20675180.90876627,26.9,False
0.2658,0.5943468684000001,21948.7780983358,33178203.889871582,20.0,True
0.0080270317,0.0179489885,24506.1819616527,47548120.10063253,27.6,False
0.4836764882,1.0815335068,58532.0969786134,50462338.3242162,18.7,True
0.1394938228999999,0.3119176705,19899.8518862268,40501429.6142941,21.4,False
0.0282198679,0.063101543,48957.8769823572,45709741.21234484,24.87,False
0.0175612318,0.0392681082,25235.3489000212,4738732.2316818815,25.9,False
0.1272198785,0.2844722965,53934.0104563301,55191037.96922376,21.6,True
0.2538370294,0.5675968529,19789.629310956298,43232860.16947977,20.1,False
0.1677084622,0.3750075218,39092.465388502096,18475935.860072546,21.0,True
0.233644185,0.5224442801,82978.7990881615,59723809.50828913,20.28,True
0.4212646106,0.9419763057,46192.0039892996,42390154.76814308,19.0,True
0.0530340723,0.1185877909,62298.0540830182,6130676.847896919,23.5,False
0.3503926411,0.284910942017317,32210.3370937632,19393353.459564216,19.4,True
0.2707415909,0.6053966017,40932.6537469993,49153897.24938349,19.96,True
0.0076657557,0.0171411509,50253.56770017849,21865007.70244935,27.7,False
0.844413128,1.8881651553,45884.5528692474,66407978.36923232,17.49,False
0.1108038821,0.2477650126,33574.254116925804,61623940.07854584,21.9,True
0.1822027705999999,0.4074177807,78770.8891993507,37847315.08298969,20.82,True
0.1756123185,0.3926810818,41015.2358845598,12558203.23255948,20.9,True
0.160160338,0.3581294029999999,53329.0473407023,7791365.09161433,21.1,True
0.0969515991,0.2167903661,48793.5916798633,65186945.07091277,22.19,False
0.1160259082,0.2594418179,48242.1413301088,34247645.01402637,21.8,True
0.1344481952,0.3006353038,61118.3673026464,68666650.4237942,21.48,True
0.1756123185,0.3926810818,29226.9738302949,58770765.05637866,20.9,True
0.3503926411,0.7835017643000001,48066.00370066274,68297428.3696408,19.4,False
0.0146067963999999,0.0326617897,31637.1288121128,12599619.9563811,26.3,False
0.0121494040999999,0.0271668934,47773.248272591394,52491260.82735138,26.7,False
0.219055911,0.4898239078,50475.5630714113,40177708.9191646,20.42,True
0.109788026,0.2454934893,96221.3418258102,60980994.88218925,21.92,True
0.0530340723,0.1185877909,30224.3687637573,36834565.28341416,23.5,False
0.2424124811,0.5420507863,23334.9508668963,11859987.8315495,20.2,True
0.1401376972,0.3133574171,25338.4390424447,60957922.16334256,21.39,True
0.0096506146999999,0.0215794304999999,64762.069316957306,74539799.93896921,27.2,False
0.2914439045,0.6516883822,68365.2149786884,36234151.27013133,19.8,False
0.2210828104,0.4943561925999999,52216.4805127096,51896079.68772201,20.4,False
0.1529519352999999,0.3420109247,31978.6612809923,15988101.21628672,21.2,True
0.4212646106,0.9419763057,85612.9275653105,54255472.47260495,19.0,True
0.6089126221,1.3615700154,67591.760704749,70495517.40079409,18.2,False
0.1460679643,0.3266178973999999,75972.0669319591,31891016.10963084,21.3,False
0.1572370824,0.3515928047,40317.2833614484,66960436.8853937,21.14,True
0.1529519352999999,0.3420109247,93395.38054711607,27510512.17911328,21.2,True
0.2424124811,0.5420507863,48791.7603376322,41356239.27848825,20.2,True
0.0042516252,0.0095069231,18159.326561396698,22378493.564950027,28.98,False
0.2111324448,0.4721064988,50183.441359232405,21300118.785114147,20.5,True
0.0667659412999999,0.1492931834,71885.4372251251,43205433.35974737,23.0,False
0.0483676487999999,0.1081533507,48468.600213287005,1476686.528765226,23.7,False
0.0150160248,0.0335768522,40250.824816577406,2368086.006867351,26.24,False
0.0530340723,0.1185877909,91484.07148212768,67638724.74309544,23.5,False
0.1160259082,0.2594418179,32926.7794210637,51806818.12432338,21.8,True
0.046190746,0.1032856481,50278.5832100918,32777500.011161786,23.8,False
0.4431543091,0.9909231597,53996.8209398226,48914835.4549461,18.89,True
0.4079011939999999,0.912094798,30769.534558058906,69159213.1392422,19.07,True
0.0183888672,0.0411187571,10803.2603090108,6149062.934752678,25.8,False
0.2016299194,0.4508582062,56710.7775211007,64770226.53078245,20.6,True
0.1529519352999999,0.3420109247,45182.12878656611,48104974.43052557,21.2,True
0.1822027705999999,0.4074177807,23131.2754811006,41223430.35856431,20.82,True
0.0366906138,0.0820427065,62740.543694453605,61914328.66282362,24.3,False
0.0160160338,0.0358129403,95002.37279286588,61477972.14102224,26.1,False
0.2111324448,0.4721064988,52782.125358498095,60826740.97296273,20.5,True
0.1214940408,0.2716689341,23421.6107401665,54954804.472116604,21.7,True
0.1375798959,0.3076379996,64662.6851648017,41882838.71075567,21.43,True
0.1149621763,0.257063241,102770.35767301211,71456939.24366584,21.82,False
0.2848098313,0.6368541435,33163.1060000277,29867634.29272641,19.85,True
0.1272198785,0.2844722965,71706.156945529,46064360.12082031,21.6,True
0.3841978910999999,0.8590926012000001,48925.0153934615,44490255.219754495,19.2,True
0.0766575574,0.1714115092,51794.800434245895,64150969.33435209,22.7,False
0.0032851483,0.0073458149,7111.8355151912,11287627.039160129,29.54,False
0.0291443905,0.0651688382,22860.3705670194,14122622.584089804,24.8,False
0.2111324448,0.4721064988,71732.8484477687,59414609.24617522,20.5,False
0.2016299194,0.4508582062,85084.3607523977,63853182.41733302,20.6,True
0.1010543415,0.2259643771,38831.5259764571,69437414.16456853,22.1,True
0.04411182,0.0986370281,20432.0650471957,30372624.97090297,23.9,False
0.0110803882,0.284910942017317,37176.6905180381,1883446.802443041,26.9,False
0.1407845434,0.3148038092,16719.7276632545,44434984.04271495,21.38,True
0.2016299194,0.4508582062,44980.6943046971,28904996.742764115,20.6,True
0.5553349115999999,1.2417666126,52435.7580705401,55264133.13408233,18.4,True
